asessor,Search Type,Source,Http,Title,Year,Type,Venue,Core,Abstract,Keywords,Citation,,,,,
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1186/s42400-024-00243-7,GLDOC: detection of implicitly malicious MS-Office documents using graph convolutional networks,2024,Type,Cybersecurity,Core,"Nowadays, the malicious MS-Office document has already become one of the most effective attacking vectors in APT attacks. Though many protection mechanisms are provided, they have been proved easy to bypass, and the existed detection methods show poor performance when facing malicious documents with unknown vulnerabilities or with few malicious behaviors. In this paper, we first introduce the definition of im-documents, to describe those vulnerable documents which show implicitly malicious behaviors and escape most of public antivirus engines. Then we present GLDOC—a GCN based framework that is aimed at effectively detecting im-documents with dynamic analysis, and improving the possible blind spots of past detection methods. Besides the system call which is the only focus in most researches, we capture all dynamic behaviors in sandbox, take the process tree into consideration and reconstruct both of them into graphs. Using each line to learn each graph, GLDOC trains a 2-channel network as well as a classifier to formulate the malicious document detection problem into a graph learning and classification problem. Experiments show that GLDOC has a comprehensive balance of accuracy rate and false alarm rate − 95.33% and 4.33% respectively, outperforming other detection methods. When further testing in a simulated 5-day attacking scenario, our proposed framework still maintains a stable and high detection accuracy on the unknown vulnerabilities.","Im-document
APT attack
GCN
Dynamic analysis
Malicious document detection",0,,,,"Nowadays, the malicious MS-Office document has already become one of the most effective attacking vectors in APT attacks. Though many protection mechanisms are provided, they have been proved easy to bypass, and the existed detection methods show poor performance when facing malicious documents with unknown vulnerabilities or with few malicious behaviors. In this paper, we first introduce the definition of im-documents, to describe those vulnerable documents which show implicitly malicious behaviors and escape most of public antivirus engines. Then we present GLDOC—a GCN based framework that is aimed at effectively detecting im-documents with dynamic analysis, and improving the possible blind spots of past detection methods. Besides the system call which is the only focus in most researches, we capture all dynamic behaviors in sandbox, take the process tree into consideration and reconstruct both of them into graphs. Using each line to learn each graph, GLDOC trains a 2-channel network as well as a classifier to formulate the malicious document detection problem into a graph learning and classification problem. Experiments show that GLDOC has a comprehensive balance of accuracy rate and false alarm rate − 95.33% and 4.33% respectively, outperforming other detection methods. When further testing in a simulated 5-day attacking scenario, our proposed framework still maintains a stable and high detection accuracy on the unknown vulnerabilities.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s43926-024-00058-5,"Current trends of blockchain technology: architecture, applications, challenges, and opportunities",2024,Type,Discover Internet of Things,Core,"Blockchain technology has gained attention in recent times owing to its ability to revolutionize traditional trade through its distributed ledger attribute. The prompt advancement of blockchain demands new systematic studies to investigate and analyze the existing knowledge in this domain. In the current work, the present standing and emerging trends of blockchain have been analyzed to direct both new and experienced researchers in establishing a baseline for future research projects. Likewise, the research advancement of consensus protocol was reviewed with a particular emphasis on their security perspective. Accordingly, the attributes, appropriate scenarios, and probable weaknesses of different consensus protocols and their future trends were reviewed. This helps in scrutinizing how blockchain technology can be applied to a variety of emerging fields, including economics, healthcare, information systems, wireless networks, and smart grids. Additionally, the current evaluation provides a throughout discussion of blockchain applications in various fields. Finally, the paper offers a brief insight into limitations and prospective future development in this domain. Overall, the aim is to aid newbies in investigating and scheming new solutions while considering the present demands and issues.","Blockchain
Consensus protocol
Decentralized ledger
Merkle tree
Security",0,,,,"Blockchain technology has gained attention in recent times owing to its ability to revolutionize traditional trade through its distributed ledger attribute. The prompt advancement of blockchain demands new systematic studies to investigate and analyze the existing knowledge in this domain. In the current work, the present standing and emerging trends of blockchain have been analyzed to direct both new and experienced researchers in establishing a baseline for future research projects. Likewise, the research advancement of consensus protocol was reviewed with a particular emphasis on their security perspective. Accordingly, the attributes, appropriate scenarios, and probable weaknesses of different consensus protocols and their future trends were reviewed. This helps in scrutinizing how blockchain technology can be applied to a variety of emerging fields, including economics, healthcare, information systems, wireless networks, and smart grids. Additionally, the current evaluation provides a throughout discussion of blockchain applications in various fields. Finally, the paper offers a brief insight into limitations and prospective future development in this domain. Overall, the aim is to aid newbies in investigating and scheming new solutions while considering the present demands and issues.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10115-024-02201-8,Community detection in social networks using machine learning: a systematic mapping study,2024,Type,Knowledge and Information Systems,Core,"One of the important issues in social networks is the social communities which are formed by interactions between its members. Three types of community including overlapping, non-overlapping, and hidden are detected by different approaches. Regarding the importance of community detection in social networks, this paper provides a systematic mapping of machine learning-based community detection approaches. The study aimed to show the type of communities in social networks along with the algorithms of machine learning that have been used for community detection. After carrying out the steps of mapping and removing useless references, 246 papers were selected to answer the questions of this research. The results of the research indicated that unsupervised machine learning-based algorithms with 41.46% (such as k means) are the most used categories to detect communities in social networks due to their low processing overheads. On the other hand, there has been a significant increase in the use of deep learning since 2020 which has sufficient performance for community detection in large-volume data. With regard to the ability of NMI to measure the correlation or similarity between communities, with 53.25%, it is the most frequently used metric to evaluate the performance of community identifications. Furthermore, considering availability, low in size, and lack of multiple edge and loops, dataset Zachary’s Karate Club with 26.42% is the most used dataset for community detection research in social networks.","Community detection
Social network
Systematic mapping study
Machine learning",0,,,,"One of the important issues in social networks is the social communities which are formed by interactions between its members. Three types of community including overlapping, non-overlapping, and hidden are detected by different approaches. Regarding the importance of community detection in social networks, this paper provides a systematic mapping of machine learning-based community detection approaches. The study aimed to show the type of communities in social networks along with the algorithms of machine learning that have been used for community detection. After carrying out the steps of mapping and removing useless references, 246 papers were selected to answer the questions of this research. The results of the research indicated that unsupervised machine learning-based algorithms with 41.46% (such as k means) are the most used categories to detect communities in social networks due to their low processing overheads. On the other hand, there has been a significant increase in the use of deep learning since 2020 which has sufficient performance for community detection in large-volume data. With regard to the ability of NMI to measure the correlation or similarity between communities, with 53.25%, it is the most frequently used metric to evaluate the performance of community identifications. Furthermore, considering availability, low in size, and lack of multiple edge and loops, dataset Zachary’s Karate Club with 26.42% is the most used dataset for community detection research in social networks.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10878-023-01065-y,Robust optimization for minimizing energy consumption of multicast transmissions in coded wireless packet networks under distance uncertainty,2023,Type,Journal of Combinatorial Optimization,Core,"Multicast transmissions in coded wireless packet networks can be affected by uncertain factors such as the distance between nodes. We develop a robust optimization method to minimize the energy consumption of such multicasts. We therefore consider the distances to belong to closed convex uncertainty sets. As solution, we select the optimum in the worst case over these uncertainty sets. We prove that the complexity of obtaining this robust solution is similar to that of determining a solution of the problem without uncertainty. Numerical results show that the proposed solution significantly reduces the energy consumption of a multicast connection and that it can be obtained quickly enough for practical applications. Compared with the optimal solution of the deterministic problem, the robust results only exhibit a small performance loss, even if the size of the uncertainty set is notably large.","Network communication
Coded networks
Wireless networks
Uncertainty
Robust optimization",0,,,,"Multicast transmissions in coded wireless packet networks can be affected by uncertain factors such as the distance between nodes. We develop a robust optimization method to minimize the energy consumption of such multicasts. We therefore consider the distances to belong to closed convex uncertainty sets. As solution, we select the optimum in the worst case over these uncertainty sets. We prove that the complexity of obtaining this robust solution is similar to that of determining a solution of the problem without uncertainty. Numerical results show that the proposed solution significantly reduces the energy consumption of a multicast connection and that it can be obtained quickly enough for practical applications. Compared with the optimal solution of the deterministic problem, the robust results only exhibit a small performance loss, even if the size of the uncertainty set is notably large.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10586-017-0830-7,An immune-inspired political boycotts action prediction paradigm,2017,Type,Cluster Computing,Core,"The political boycotts action has been highly valued and studied by social scientists. So the research on political boycotts prediction has important theoretical research value and significance. In order to explore an efficacious method of political boycotts action prediction problem, and enhance the prediction accuracy, a novel immune-inspired political boycotts action prediction paradigm (referred as Aipo) is proposed. Aipo first initialize the pools of antibody cell and memory cells; then through the training of each antigen, antibody cells will evolve; after antibody cells’ convergence, the best antibody cell will be selected to update the pool of memory cell; finally the political boycott prediction is accomplished by through memory cells with KNN classification of the test data. The proposed algorithm has the characteristics of non-linearity, and the characteristics of biological immune system, such as clonal selection, immune network and immune memory. The proposed paradigm is evaluated on World Values Survey datasets, and the experimental results show that Aipo is effective and efficient.",Artificial Intelligence,1 Citation,,,,"The political boycotts action has been highly valued and studied by social scientists. So the research on political boycotts prediction has important theoretical research value and significance. In order to explore an efficacious method of political boycotts action prediction problem, and enhance the prediction accuracy, a novel immune-inspired political boycotts action prediction paradigm (referred as Aipo) is proposed. Aipo first initialize the pools of antibody cell and memory cells; then through the training of each antigen, antibody cells will evolve; after antibody cells’ convergence, the best antibody cell will be selected to update the pool of memory cell; finally the political boycott prediction is accomplished by through memory cells with KNN classification of the test data. The proposed algorithm has the characteristics of non-linearity, and the characteristics of biological immune system, such as clonal selection, immune network and immune memory. The proposed paradigm is evaluated on World Values Survey datasets, and the experimental results show that Aipo is effective and efficient.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10115-019-01429-z,A survey of recent methods on deriving topics from Twitter: algorithm to evaluation,2020,Type,Knowledge and Information Systems,Core,"In recent years, studies related to topic derivation in Twitter have gained a lot of interest from businesses and academics. The interconnection between users and information has made social media, especially Twitter, an ultimate platform for propagation of information about events in real time. Many applications require topic derivation from this social media platform. These include, for example, disaster management, outbreak detection, situation awareness, surveillance, and market analysis. Deriving topics from Twitter is challenging due to the short content of the individual posts. The environment itself is also highly dynamic. This paper presents a review of recent methods proposed to derive topics from social media platform from algorithms to evaluations. With regard to algorithms, we classify them based on the features they exploit, such as content, social interactions, and temporal aspects. In terms of evaluations, we discuss the datasets and metrics generally used to evaluate the methods. Finally, we highlight the gaps in the research this far and the problems that remain to be addressed.","Topic derivation
Twitter analysis
Algorithms
Evaluations",0,,,,"In recent years, studies related to topic derivation in Twitter have gained a lot of interest from businesses and academics. The interconnection between users and information has made social media, especially Twitter, an ultimate platform for propagation of information about events in real time. Many applications require topic derivation from this social media platform. These include, for example, disaster management, outbreak detection, situation awareness, surveillance, and market analysis. Deriving topics from Twitter is challenging due to the short content of the individual posts. The environment itself is also highly dynamic. This paper presents a review of recent methods proposed to derive topics from social media platform from algorithms to evaluations. With regard to algorithms, we classify them based on the features they exploit, such as content, social interactions, and temporal aspects. In terms of evaluations, we discuss the datasets and metrics generally used to evaluate the methods. Finally, we highlight the gaps in the research this far and the problems that remain to be addressed.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s42045-019-00021-x,Research on sensitive content detection in social networks,2019,Type,CCF Transactions on Networking,Core,"Social networks have become the most effective information communication platform, which is deeply loved by netizens. However, the wide application of social networks also provides a cyberspace for the spread of sensitive content. Aiming at the detection difficulty caused by a large number of deformed and disguised sensitive words, we first identified sensitive words and sensitive deformation words. Secondly, considering the semantic relationship between the deformed words and the original words, we proposed the sensitive words fingerprint convergence method to associate the deformed words of sensitive words with the original words. Finally, for the text containing sensitive words, we established a convolutional neural network model based on multi-task learning, which combines sensitivity and emotional polarity to detect text content. The experimental results show that the sensitive content detection method proposed in this paper has a good effect.","Social networks
Multitask learning
Convolutional neural network
Sensitive content detection",0,,,,"Social networks have become the most effective information communication platform, which is deeply loved by netizens. However, the wide application of social networks also provides a cyberspace for the spread of sensitive content. Aiming at the detection difficulty caused by a large number of deformed and disguised sensitive words, we first identified sensitive words and sensitive deformation words. Secondly, considering the semantic relationship between the deformed words and the original words, we proposed the sensitive words fingerprint convergence method to associate the deformed words of sensitive words with the original words. Finally, for the text containing sensitive words, we established a convolutional neural network model based on multi-task learning, which combines sensitivity and emotional polarity to detect text content. The experimental results show that the sensitive content detection method proposed in this paper has a good effect.",Low
Amir Bidaki,Automatic,Springer,http://link.springer.com/article/10.1007/s10664-023-10346-3,"AIBugHunter: A Practical tool for predicting, classifying and repairing software vulnerabilities",2023,Type,Empirical Software Engineering,Core,"Many Machine Learning(ML)-based approaches have been proposed to automatically detect, localize, and repair software vulnerabilities. While ML-based methods are more effective than program analysis-based vulnerability analysis tools, few have been integrated into modern Integrated Development Environments (IDEs), hindering practical adoption. To bridge this critical gap, we propose in this article AIBUGHUNTER, a novel Machine Learning-based software vulnerability analysis tool for C/C++ languages that is integrated into the Visual Studio Code (VS Code) IDE. AIBUGHUNTER helps software developers to achieve real-time vulnerability detection, explanation, and repairs during programming. In particular, AIBUGHUNTER scans through developers’ source code to (1) locate vulnerabilities, (2) identify vulnerability types, (3) estimate vulnerability severity, and (4) suggest vulnerability repairs. We integrate our previous works (i.e., LineVul and VulRepair) to achieve vulnerability localization and repairs. In this article, we propose a novel multi-objective optimization (MOO)-based vulnerability classification approach and a transformer-based estimation approach to help AIBUGHUNTER accurately identify vulnerability types and estimate severity. Our empirical experiments on a large dataset consisting of 188K+ C/C++ functions confirm that our proposed approaches are more accurate than other state-of-the-art baseline methods for vulnerability classification and estimation. Furthermore, we conduct qualitative evaluations including a survey study and a user study to obtain software practitioners’ perceptions of our AIBUGHUNTER tool and assess the impact that AIBUGHUNTER may have on developers’ productivity in security aspects. Our survey study shows that our AIBUGHUNTER is perceived as useful where 90% of the participants consider adopting our AIBUGHUNTER during their software development. Last but not least, our user study shows that our AIBUGHUNTER can enhance developers’ productivity in combating cybersecurity issues during software development. AIBUGHUNTER is now publicly available in the Visual Studio Code marketplace.","Vulnerability prediction
Vulnerability localization
Vulnerability classification
Vulnerability repair",12 Citations,,,,"Many Machine Learning(ML)-based approaches have been proposed to automatically detect, localize, and repair software vulnerabilities. While ML-based methods are more effective than program analysis-based vulnerability analysis tools, few have been integrated into modern Integrated Development Environments (IDEs), hindering practical adoption. To bridge this critical gap, we propose in this article AIBUGHUNTER, a novel Machine Learning-based software vulnerability analysis tool for C/C++ languages that is integrated into the Visual Studio Code (VS Code) IDE. AIBUGHUNTER helps software developers to achieve real-time vulnerability detection, explanation, and repairs during programming. In particular, AIBUGHUNTER scans through developers’ source code to (1) locate vulnerabilities, (2) identify vulnerability types, (3) estimate vulnerability severity, and (4) suggest vulnerability repairs. We integrate our previous works (i.e., LineVul and VulRepair) to achieve vulnerability localization and repairs. In this article, we propose a novel multi-objective optimization (MOO)-based vulnerability classification approach and a transformer-based estimation approach to help AIBUGHUNTER accurately identify vulnerability types and estimate severity. Our empirical experiments on a large dataset consisting of 188K+ C/C++ functions confirm that our proposed approaches are more accurate than other state-of-the-art baseline methods for vulnerability classification and estimation. Furthermore, we conduct qualitative evaluations including a survey study and a user study to obtain software practitioners’ perceptions of our AIBUGHUNTER tool and assess the impact that AIBUGHUNTER may have on developers’ productivity in security aspects. Our survey study shows that our AIBUGHUNTER is perceived as useful where 90% of the participants consider adopting our AIBUGHUNTER during their software development. Last but not least, our user study shows that our AIBUGHUNTER can enhance developers’ productivity in combating cybersecurity issues during software development. AIBUGHUNTER is now publicly available in the Visual Studio Code marketplace.",Low
Amir Bidaki,Automatic,Google Scholar,https://ieeexplore.ieee.org/abstract/document/9668482/,Continual learning for anomaly based network intrusion detection,2022,Type,,Core,"To defend computing systems against ever-growing cyber attacks, Anomaly-based Network Intrusion Detection Systems (A-NIDS) have to evolve continuously. This requirement renders classical machine learning algorithms ineffective since they do not handle sequentially evolving tasks gracefully. Specifically, neural networks (NNs) are prone to catastrophic forgetting (CF) when trained on sequential data. Recent advances in addressing this drawback of NNs have resulted in a paradigm called Continual Learning (CL) which mitigates CF by introducing suitable constraints during the sequential training of these NNs. CL has been shown to be very effective in improving the performance of NNs on computer vision tasks. However, its application to the design of A-NIDS has not been explored. In this work, we evaluate the suitability of CL to address the challenges posed in A-NIDS design. Unlike computer vision datasets, network datasets suffer from the Class Imbalance (CI) problem, which makes the direct application of CL algorithms challenging. To evaluate the suitability of CL algorithms on network datasets, we study the impact of class imbalance on task ordering and its effect on the design of CL- based A-NIDS in the Class Incremental (CIL) and Domain Incremental (DIL) learning settings. Towards this end, we apply two popular CL algorithms viz. Elastic Weight Consolidation (EWC) and Gradient Episodic Memory (GEM) on two datasets viz., CICIDS and KDD Cup'99, and evaluate their performance. We found that CI affects task order sensitivity to a greater extent in the CIL setting when compared to the DIL setting. The performance of DIL setting can be further enhanced by incorporating experience forgetting aware memory population techniques, and we recommend this as a practical approach to building CL-based A-NIDS.
ieeexplore.ieee.org",,Cited by 33,,,,"To defend computing systems against ever-growing cyber attacks, Anomaly-based Network Intrusion Detection Systems (A-NIDS) have to evolve continuously. This requirement renders classical machine learning algorithms ineffective since they do not handle sequentially evolving tasks gracefully. Specifically, neural networks (NNs) are prone to catastrophic forgetting (CF) when trained on sequential data. Recent advances in addressing this drawback of NNs have resulted in a paradigm called Continual Learning (CL) which mitigates CF by introducing suitable constraints during the sequential training of these NNs. CL has been shown to be very effective in improving the performance of NNs on computer vision tasks. However, its application to the design of A-NIDS has not been explored. In this work, we evaluate the suitability of CL to address the challenges posed in A-NIDS design. Unlike computer vision datasets, network datasets suffer from the Class Imbalance (CI) problem, which makes the direct application of CL algorithms challenging. To evaluate the suitability of CL algorithms on network datasets, we study the impact of class imbalance on task ordering and its effect on the design of CL- based A-NIDS in the Class Incremental (CIL) and Domain Incremental (DIL) learning settings. Towards this end, we apply two popular CL algorithms viz. Elastic Weight Consolidation (EWC) and Gradient Episodic Memory (GEM) on two datasets viz., CICIDS and KDD Cup'99, and evaluate their performance. We found that CI affects task order sensitivity to a greater extent in the CIL setting when compared to the DIL setting. The performance of DIL setting can be further enhanced by incorporating experience forgetting aware memory population techniques, and we recommend this as a practical approach to building CL-based A-NIDS.
ieeexplore.ieee.org",High
Amir Bidaki,Automatic,Google Scholar,https://ieeexplore.ieee.org/abstract/document/9614112/,T-DFNN: an incremental learning algorithm for intrusion detection systems,2022,Type,,Core,"Machine learning has recently become a popular algorithm in building reliable intrusion detection systems (IDSs). However, most of the models are static and trained using datasets containing all targeted intrusions. If new intrusions emerge, these trained models must be retrained using old and new datasets to classify all intrusions accurately. In real-world situations, new threats continuously appear. Therefore, machine learning algorithms used for IDSs should have the ability to learn incrementally when these new intrusions emerge. To solve this issue, we propose T-DFNN. T-DFNN is an algorithm capable of learning new intrusions incrementally as they emerge. A T-DFNN model is composed of multiple deep feedforward neural network (DFNN) models connected in a tree-like structure. We examined our proposed algorithm using CICIDS2017, an open and widely used network intrusion dataset covering benign traffic and the most common network intrusions. The experimental results showed that the T-DFNN algorithm can incrementally learn new intrusions and reduce the catastrophic forgetting effect. The macro average of the F1-score of the T-DFNN model was over 0.85 for every retraining process. In addition, our proposed T-DFNN model has some advantages in several aspects compared to other models. Compared to the DFNN and Hoeffding tree models trained with a dataset containing only the latest targeted intrusions, our proposed T-DFNN model has higher F1-scores. Moreover, our proposed T-DFNN model has significantly shorter training times than a DFNN model trained using a dataset containing all targeted intrusions. Even though several factors can affect the duration of the training process, the T-DFNN algorithm shows promising results in solving the problem of ever-evolving network intrusion variants.",,Cited by 32,,,,"Machine learning has recently become a popular algorithm in building reliable intrusion detection systems (IDSs). However, most of the models are static and trained using datasets containing all targeted intrusions. If new intrusions emerge, these trained models must be retrained using old and new datasets to classify all intrusions accurately. In real-world situations, new threats continuously appear. Therefore, machine learning algorithms used for IDSs should have the ability to learn incrementally when these new intrusions emerge. To solve this issue, we propose T-DFNN. T-DFNN is an algorithm capable of learning new intrusions incrementally as they emerge. A T-DFNN model is composed of multiple deep feedforward neural network (DFNN) models connected in a tree-like structure. We examined our proposed algorithm using CICIDS2017, an open and widely used network intrusion dataset covering benign traffic and the most common network intrusions. The experimental results showed that the T-DFNN algorithm can incrementally learn new intrusions and reduce the catastrophic forgetting effect. The macro average of the F1-score of the T-DFNN model was over 0.85 for every retraining process. In addition, our proposed T-DFNN model has some advantages in several aspects compared to other models. Compared to the DFNN and Hoeffding tree models trained with a dataset containing only the latest targeted intrusions, our proposed T-DFNN model has higher F1-scores. Moreover, our proposed T-DFNN model has significantly shorter training times than a DFNN model trained using a dataset containing all targeted intrusions. Even though several factors can affect the duration of the training process, the T-DFNN algorithm shows promising results in solving the problem of ever-evolving network intrusion variants.",Medium
Amir Bidaki,Automatic,Google Scholar,https://www.sciencedirect.com/science/article/pii/S0952197624013010,… cybersecurity frontiers: A comprehensive survey on concept drift and feature dynamics aware machine and deep learning in intrusion detection systems,2021,Type,,Core,"Intrusion Detection Systems (IDS) have become pivotal in safeguarding information systems against evolving threats. Concurrently, Concept Drift presents a significant challenge in machine learning, affecting the adaptability and accuracy of predictive models in dynamic environments. Understanding the synergy between IDS and Concept Drift is crucial for developing robust security systems. The motivation behind this survey is driven by the emerging complexities in cyber threats and the dynamic nature of data streams, which necessitate advanced IDS capable of adapting to Concept and Feature Drift. Our analysis reveals a glaring omission in the existing literature—the integration of Concept Drift and Feature Drift within IDS. Most studies have focused on Concept Drift in a general context or on IDS but have yet to comprehensively consider the implications of data dynamics. This oversight has led to a fragmented understanding and suboptimal approaches to tackling modern cyber threats. To address this, we propose a comprehensive review that delves into the role of machine learning in IDS, explicitly focusing on Concept and Feature Drift. We have proposed a framework that includes all the necessary components for a drift-aware IDS. The framework incorporates dynamic feature selection, adaptive learning algorithms, and continuous monitoring techniques to handle Concept Drift and Feature Drift effectively. The survey highlights state-of-the-art methodologies and current challenges in integrating these concepts. The methodology involves an exhaustive analysis of published works from 2019 to 2024, comparing and contrasting various models and approaches. This includes a detailed examination of Concept Drift-aware IDS methods, dynamic feature selection techniques, and the impact of high dimensionality in IDS. These quantitative improvements underscore the necessity for developing adaptive and resilient IDS. The survey uncovers under-represented areas in current research, paving the way for future investigations. By highlighting these gaps and providing comparative data, the survey sets a clear direction for upcoming research efforts to foster the development of more dynamic and adaptable IDS solutions. The quantitative experimental evaluation of the proposed framework is planned to be conducted in a future article, where we will assess its effectiveness and performance in real-world scenarios.
Elsevier",,Cited by 5,,,,"Intrusion Detection Systems (IDS) have become pivotal in safeguarding information systems against evolving threats. Concurrently, Concept Drift presents a significant challenge in machine learning, affecting the adaptability and accuracy of predictive models in dynamic environments. Understanding the synergy between IDS and Concept Drift is crucial for developing robust security systems. The motivation behind this survey is driven by the emerging complexities in cyber threats and the dynamic nature of data streams, which necessitate advanced IDS capable of adapting to Concept and Feature Drift. Our analysis reveals a glaring omission in the existing literature—the integration of Concept Drift and Feature Drift within IDS. Most studies have focused on Concept Drift in a general context or on IDS but have yet to comprehensively consider the implications of data dynamics. This oversight has led to a fragmented understanding and suboptimal approaches to tackling modern cyber threats. To address this, we propose a comprehensive review that delves into the role of machine learning in IDS, explicitly focusing on Concept and Feature Drift. We have proposed a framework that includes all the necessary components for a drift-aware IDS. The framework incorporates dynamic feature selection, adaptive learning algorithms, and continuous monitoring techniques to handle Concept Drift and Feature Drift effectively. The survey highlights state-of-the-art methodologies and current challenges in integrating these concepts. The methodology involves an exhaustive analysis of published works from 2019 to 2024, comparing and contrasting various models and approaches. This includes a detailed examination of Concept Drift-aware IDS methods, dynamic feature selection techniques, and the impact of high dimensionality in IDS. These quantitative improvements underscore the necessity for developing adaptive and resilient IDS. The survey uncovers under-represented areas in current research, paving the way for future investigations. By highlighting these gaps and providing comparative data, the survey sets a clear direction for upcoming research efforts to foster the development of more dynamic and adaptable IDS solutions. The quantitative experimental evaluation of the proposed framework is planned to be conducted in a future article, where we will assess its effectiveness and performance in real-world scenarios.
Elsevier",Medium
Amir Bidaki,Automatic,Google Scholar,https://ieeexplore.ieee.org/abstract/document/8763842/,A novel online incremental learning intrusion prevention system,2024,Type,,Core,"Attack vectors are continuously evolving in order to evade Intrusion Detection systems. Internet of Things (IoT) environments, while beneficial for the IT ecosystem, suffer from inherent hardware limitations, which restrict their ability to implement comprehensive security measures and increase their exposure to vulnerability attacks. This paper proposes a novel Network Intrusion Prevention System that utilises a Self-Organizing Incremental Neural Network along with a Support Vector Machine. Due to its structure, the proposed system provides a security solution that does not rely on signatures or rules and is capable to mitigate known and unknown attacks in real-time with high accuracy. Based on our experimental results with the NSL KDD dataset, the proposed framework can achieve on-line updated incremental learning, making it suitable for efficient and scalable industrial applications.
ieeexplore.ieee.org",,Cited by 71,,,,"Attack vectors are continuously evolving in order to evade Intrusion Detection systems. Internet of Things (IoT) environments, while beneficial for the IT ecosystem, suffer from inherent hardware limitations, which restrict their ability to implement comprehensive security measures and increase their exposure to vulnerability attacks. This paper proposes a novel Network Intrusion Prevention System that utilises a Self-Organizing Incremental Neural Network along with a Support Vector Machine. Due to its structure, the proposed system provides a security solution that does not rely on signatures or rules and is capable to mitigate known and unknown attacks in real-time with high accuracy. Based on our experimental results with the NSL KDD dataset, the proposed framework can achieve on-line updated incremental learning, making it suitable for efficient and scalable industrial applications.
ieeexplore.ieee.org",Medium
Amir Bidaki,Automatic,Google Scholar,https://dl.acm.org/doi/abs/10.1145/3689935.3690396,Adaptive Network Intrusion Detection Systems Against Performance Degradation via Model Agnostic Meta-Learning,2019,Type,,Core,"Network Intrusion Detection Systems (NIDS) are essential for identifying and mitigating cyber threats in dynamic network environments. However, maintaining high performance over time is challenging due to factors such as initial model limitations, data poisoning attacks, and the influx of low-quality data. Continual learning offers a potential solution, but the risk of performance degradation remains significant. This work proposes a novel approach to enhance the robustness and adaptability of NIDS through the integration of Model Agnostic Meta-Learning (MAML) and Open-Set Recognition (OSR). OSR allows the system to identify and handle previously unseen attack patterns, while MAML facilitates rapid model adaptation to new tasks with minimal additional data. By detecting performance degradation and employing MAML for model repair, our approach aims to maintain and improve NIDS performance over time. Our empirical feasibility evaluations demonstrate the effectiveness of our method in addressing the challenges of continual learning, providing a resilient and adaptive solution for cybersecurity applications.
ACM Digital Library",,Cited by 1,,,,"Network Intrusion Detection Systems (NIDS) are essential for identifying and mitigating cyber threats in dynamic network environments. However, maintaining high performance over time is challenging due to factors such as initial model limitations, data poisoning attacks, and the influx of low-quality data. Continual learning offers a potential solution, but the risk of performance degradation remains significant. This work proposes a novel approach to enhance the robustness and adaptability of NIDS through the integration of Model Agnostic Meta-Learning (MAML) and Open-Set Recognition (OSR). OSR allows the system to identify and handle previously unseen attack patterns, while MAML facilitates rapid model adaptation to new tasks with minimal additional data. By detecting performance degradation and employing MAML for model repair, our approach aims to maintain and improve NIDS performance over time. Our empirical feasibility evaluations demonstrate the effectiveness of our method in addressing the challenges of continual learning, providing a resilient and adaptive solution for cybersecurity applications.
ACM Digital Library",High
